ID,heure,temperature,hygrometrie,masse,position
9519,2025/01/31 15:00:00,30.06,7.32,0.01,"-60.640701,-9.352799"
9520,2025/01/31 16:00:00,2.19,29.89,89.86,"52.358899,-79.419145"
9521,2025/01/31 17:00:00,28.01,67.72,38.62,"-36.100467,-170.767274"
9522,2025/01/31 18:00:00,25.25,85.13,39.48,"41.351864,-175.933986"
9523,2025/01/31 19:00:00,0.58,29.84,86.53,"-32.643877,-30.617746"
9524,2025/01/31 20:00:00,43.9,38.36,89.43,"-18.75221,117.194434"
9525,2025/01/31 21:00:00,46.15,3.72,60.04,"79.972691,-38.722584"
9526,2025/01/31 22:00:00,30.05,38.32,8.88,"-9.398462,-110.874787"
9527,2025/01/31 23:00:00,0.65,45.59,64.09,"-28.15066,162.083249"
9528,2025/02/01 00:00:00,40.57,71.24,32.04,"80.971139,-95.005797"
9529,2025/02/01 01:00:00,31.75,53.32,15.59,"-22.049525,-114.998272"
9530,2025/02/01 02:00:00,28.54,2.13,51.0,"67.522395,-151.227636"
9531,2025/02/01 03:00:00,42.97,25.76,80.86,"-0.319296,35.158554"
9532,2025/02/01 04:00:00,29.63,7.74,46.48,"-23.933651,93.000093"
9533,2025/02/01 05:00:00,41.46,17.24,84.61,"-21.48209,-37.214978"
9534,2025/02/01 06:00:00,15.94,84.36,93.67,"40.325692,8.062803"
9535,2025/02/01 07:00:00,17.78,97.85,50.58,"-31.972568,136.35566"
9536,2025/02/01 08:00:00,7.32,69.08,60.04,"-28.278103,96.105629"
9537,2025/02/01 09:00:00,26.72,45.19,49.38,"-54.055133,87.084651"
9538,2025/02/01 10:00:00,39.63,63.57,52.6,"5.752855,-31.851418"
9539,2025/02/01 11:00:00,29.66,89.27,29.46,"-10.800226,131.076386"
9540,2025/02/01 12:00:00,32.66,56.09,89.6,"52.832498,141.353837"
9541,2025/02/01 13:00:00,19.93,56.46,16.08,"23.216993,32.615608"
9542,2025/02/01 14:00:00,11.97,50.39,67.93,"31.922292,177.405547"
9543,2025/02/01 15:00:00,27.78,77.14,87.99,"-58.484016,-8.656328"
9544,2025/02/01 16:00:00,5.85,89.17,2.73,"77.389417,60.451754"
9545,2025/02/01 17:00:00,16.03,70.78,60.12,"-70.851339,-86.124088"
9546,2025/02/01 18:00:00,3.2,61.26,37.74,"77.933299,-152.003726"
9547,2025/02/01 19:00:00,32.89,38.54,34.87,"-37.395231,149.36868"
9548,2025/02/01 20:00:00,35.25,95.56,56.95,"-82.448405,-107.501102"
9549,2025/02/01 21:00:00,45.27,86.3,37.42,"-73.381108,31.866466"
9550,2025/02/01 22:00:00,29.66,12.14,50.74,"67.713792,37.190213"
9551,2025/02/01 23:00:00,35.86,76.34,61.41,"-48.809128,-159.680043"
9552,2025/02/02 00:00:00,6.53,29.08,37.28,"-76.995546,-62.15452"
9553,2025/02/02 01:00:00,24.63,38.18,21.31,"-56.247752,-77.419143"
9554,2025/02/02 02:00:00,22.43,77.4,5.29,"15.790538,44.472406"
9555,2025/02/02 03:00:00,45.86,27.06,79.29,"-1.687022,106.615569"
9556,2025/02/02 04:00:00,47.7,57.21,99.81,"24.983892,93.734345"
9557,2025/02/02 05:00:00,21.66,54.63,44.14,"-66.310682,71.05086"
9558,2025/02/02 06:00:00,30.31,8.94,90.16,"-85.35452,-145.846473"
9559,2025/02/02 07:00:00,38.5,16.58,20.45,"-66.669242,61.342041"
9560,2025/02/02 08:00:00,40.48,35.94,72.81,"-83.992994,35.903057"
9561,2025/02/02 09:00:00,33.35,60.64,95.89,"42.315921,-153.648982"
9562,2025/02/02 10:00:00,34.01,8.23,7.48,"89.728318,-134.017477"
9563,2025/02/02 11:00:00,19.67,25.59,59.36,"1.963485,97.388951"
9564,2025/02/02 12:00:00,11.16,27.69,26.51,"56.672895,49.53889"
9565,2025/02/02 13:00:00,15.52,99.92,94.71,"55.737022,-110.492379"
9566,2025/02/02 14:00:00,34.13,42.44,79.24,"-44.432364,87.987091"
9567,2025/02/02 15:00:00,47.25,99.05,86.51,"33.671475,47.155753"
9568,2025/02/02 16:00:00,28.13,14.18,50.96,"-87.129319,80.943702"
9569,2025/02/02 17:00:00,37.6,12.91,34.05,"-52.15393,-162.805636"
9570,2025/02/02 18:00:00,30.2,65.29,37.04,"30.150361,22.688351"
9571,2025/02/02 19:00:00,42.26,38.58,57.87,"46.969427,47.619237"
9572,2025/02/02 20:00:00,34.82,28.47,71.85,"60.876718,-63.68541"
9573,2025/02/02 21:00:00,2.1,18.05,90.17,"-41.51633,107.133487"
9574,2025/02/02 22:00:00,33.06,97.94,79.86,"21.28647,-103.824796"
9575,2025/02/02 23:00:00,49.45,46.82,97.0,"-29.304675,-88.54529"
9576,2025/02/03 00:00:00,20.03,70.69,56.93,"88.049968,109.536733"
9577,2025/02/03 01:00:00,24.13,69.04,46.92,"39.412423,-113.567602"
9578,2025/02/03 02:00:00,28.55,72.14,14.12,"-80.782117,160.010847"
9579,2025/02/03 03:00:00,21.24,78.8,51.14,"-41.551968,-175.744797"
9580,2025/02/03 04:00:00,46.54,63.08,93.65,"81.900345,-174.714022"
9581,2025/02/03 05:00:00,18.23,10.99,64.61,"-57.373922,-2.159331"
9582,2025/02/03 06:00:00,38.69,85.83,17.83,"-15.21903,-162.728501"
9583,2025/02/03 07:00:00,4.8,32.65,5.18,"13.285092,-18.322586"
9584,2025/02/03 08:00:00,14.68,10.75,36.07,"19.714948,115.517384"
9585,2025/02/03 09:00:00,23.68,59.63,30.13,"11.25923,-59.24213"
9586,2025/02/03 10:00:00,23.24,83.62,87.85,"44.629528,-117.293153"
9587,2025/02/03 11:00:00,46.95,34.5,66.44,"58.344679,102.485793"
9588,2025/02/03 12:00:00,49.34,93.42,44.57,"-67.465851,177.509044"
9589,2025/02/03 13:00:00,35.51,63.47,15.2,"76.75162,-68.328585"
9590,2025/02/03 14:00:00,38.97,37.55,9.61,"-21.99796,-89.179674"
9591,2025/02/03 15:00:00,16.21,46.14,80.5,"-9.607682,-97.741336"
9592,2025/02/03 16:00:00,8.96,81.07,94.96,"4.455602,42.444219"
9593,2025/02/03 17:00:00,17.79,49.65,35.63,"-84.801069,-133.032537"
9594,2025/02/03 18:00:00,41.06,34.07,71.31,"-40.36554,-50.908777"
9595,2025/02/03 19:00:00,33.76,25.71,73.39,"80.07687,104.025156"
9596,2025/02/03 20:00:00,14.9,21.98,85.23,"41.112292,119.530879"
9597,2025/02/03 21:00:00,4.93,38.75,89.7,"-40.341471,-87.355484"
9598,2025/02/03 22:00:00,7.13,12.49,12.79,"-4.783443,18.117718"
9599,2025/02/03 23:00:00,3.24,16.66,61.62,"-8.567105,39.956771"
9600,2025/02/04 00:00:00,31.87,64.49,81.56,"-14.13528,71.158215"
9601,2025/02/04 01:00:00,46.6,52.4,51.35,"19.925932,-168.794981"
9602,2025/02/04 02:00:00,28.36,97.39,64.49,"5.734563,-80.068157"
9603,2025/02/04 03:00:00,30.49,2.41,44.55,"14.560238,172.037803"
9604,2025/02/04 04:00:00,6.43,31.68,21.38,"28.110376,174.267556"
9605,2025/02/04 05:00:00,49.55,73.25,21.0,"40.689393,44.390993"
9606,2025/02/04 06:00:00,32.46,50.17,16.95,"7.488546,-33.666264"
9607,2025/02/04 07:00:00,47.69,46.01,25.39,"-40.225451,-60.520568"
9608,2025/02/04 08:00:00,37.67,28.55,7.35,"-77.125036,53.309341"
9609,2025/02/04 09:00:00,42.03,92.21,71.74,"-2.737575,-138.715276"
9610,2025/02/04 10:00:00,12.04,12.37,26.34,"10.805761,-60.383026"
9611,2025/02/04 11:00:00,40.03,30.87,57.43,"41.194692,157.307863"
9612,2025/02/04 12:00:00,47.39,18.91,55.89,"36.830233,79.550679"
9613,2025/02/04 13:00:00,1.35,31.21,75.94,"88.378451,47.200117"
9614,2025/02/04 14:00:00,22.22,67.87,14.55,"-44.692412,-110.206094"
9615,2025/02/04 15:00:00,39.57,29.81,16.88,"-6.032229,-55.858681"
9616,2025/02/04 16:00:00,41.94,6.48,95.22,"24.811269,-128.541979"
9617,2025/02/04 17:00:00,37.45,94.69,53.59,"-19.117767,7.99382"
9618,2025/02/04 18:00:00,25.83,8.77,88.77,"-25.02092,134.791371"
9619,2025/02/04 19:00:00,30.19,85.48,80.46,"-73.550707,-119.05582"
9620,2025/02/04 20:00:00,30.72,56.83,65.34,"35.012202,120.405246"
9621,2025/02/04 21:00:00,47.93,45.2,35.08,"16.953854,142.61331"
9622,2025/02/04 22:00:00,33.63,22.77,67.11,"-79.462743,100.402658"
9623,2025/02/04 23:00:00,28.58,76.55,1.36,"46.809328,-101.789755"
9624,2025/02/05 00:00:00,18.48,89.69,58.0,"-9.389768,127.592184"
9625,2025/02/05 01:00:00,21.75,49.29,49.11,"-65.884275,-12.97882"
9626,2025/02/05 02:00:00,48.18,52.04,99.97,"-80.567082,83.141233"
9627,2025/02/05 03:00:00,39.76,1.7,97.22,"25.981866,21.041227"
9628,2025/02/05 04:00:00,31.03,82.98,63.75,"86.783544,-110.162925"
9629,2025/02/05 05:00:00,9.5,6.59,52.03,"87.469461,101.968523"
9630,2025/02/05 06:00:00,28.33,38.0,18.76,"-55.060815,-88.530686"
9631,2025/02/05 07:00:00,7.0,12.75,24.58,"8.781102,133.417052"
9632,2025/02/05 08:00:00,35.14,83.67,83.36,"-89.924212,-158.078691"
9633,2025/02/05 09:00:00,23.88,96.19,71.05,"-16.449302,-108.454046"
9634,2025/02/05 10:00:00,20.9,83.76,25.95,"43.185084,-159.815317"
9635,2025/02/05 11:00:00,48.91,39.24,81.62,"35.644333,-24.712291"
9636,2025/02/05 12:00:00,11.12,79.35,4.74,"48.634971,-158.734325"
9637,2025/02/05 13:00:00,44.38,69.25,57.59,"25.845618,31.477663"
9638,2025/02/05 14:00:00,6.11,56.86,6.06,"56.349688,19.444892"
9639,2025/02/05 15:00:00,20.02,85.91,7.96,"16.741978,-99.143812"
9640,2025/02/05 16:00:00,48.32,61.81,94.27,"7.328258,-52.946583"
9641,2025/02/05 17:00:00,5.94,59.43,7.33,"89.234375,134.783642"
9642,2025/02/05 18:00:00,22.47,91.34,66.98,"-87.190094,-145.917007"
9643,2025/02/05 19:00:00,22.69,75.63,86.17,"59.187837,-24.274132"
9644,2025/02/05 20:00:00,7.11,70.85,84.56,"-60.724887,-44.764677"
9645,2025/02/05 21:00:00,24.85,38.32,22.27,"89.398314,69.90686"
9646,2025/02/05 22:00:00,33.73,32.7,83.02,"67.972311,-32.29194"
9647,2025/02/05 23:00:00,49.27,88.38,36.49,"11.489611,91.17318"
9648,2025/02/06 00:00:00,10.32,16.56,6.01,"80.647769,-14.647937"
9649,2025/02/06 01:00:00,26.39,11.39,1.18,"69.883007,-92.932186"
9650,2025/02/06 02:00:00,48.66,39.46,63.7,"81.544533,-100.670306"
9651,2025/02/06 03:00:00,46.43,23.95,49.38,"44.803144,127.390104"
9652,2025/02/06 04:00:00,12.3,19.04,77.34,"-28.644995,104.497357"
9653,2025/02/06 05:00:00,4.16,27.05,71.63,"76.403929,-83.558801"
9654,2025/02/06 06:00:00,24.28,36.52,65.27,"-8.285655,-76.014697"
9655,2025/02/06 07:00:00,15.53,16.67,90.07,"-10.121006,-141.022075"
9656,2025/02/06 08:00:00,38.85,15.13,49.95,"12.280314,-65.182495"
9657,2025/02/06 09:00:00,20.75,54.91,42.09,"5.885141,-71.133934"
9658,2025/02/06 10:00:00,19.29,48.07,77.18,"43.808707,19.131984"
9659,2025/02/06 11:00:00,15.25,29.72,73.41,"25.298181,176.434958"
9660,2025/02/06 12:00:00,6.0,43.0,74.0,"-10.642583,118.752368"
9661,2025/02/06 13:00:00,23.82,80.88,66.43,"-31.848503,66.810712"
9662,2025/02/06 14:00:00,33.26,84.55,8.52,"84.594815,-150.652694"
9663,2025/02/06 15:00:00,29.3,75.51,99.79,"46.295198,-179.941009"
9664,2025/02/06 16:00:00,11.8,12.78,16.49,"41.316259,-93.208412"
9665,2025/02/06 17:00:00,44.67,9.46,91.93,"40.774909,-9.929612"
9666,2025/02/06 18:00:00,37.36,70.47,7.15,"-64.578989,79.682572"
9667,2025/02/06 19:00:00,17.44,15.99,27.96,"-15.535917,19.399081"
9668,2025/02/06 20:00:00,13.84,89.64,33.21,"-19.093341,-2.171859"
9669,2025/02/06 21:00:00,3.51,59.52,30.87,"-2.595341,29.751519"
9670,2025/02/06 22:00:00,9.28,46.06,16.19,"-32.872544,-114.473151"
9671,2025/02/06 23:00:00,37.52,77.52,74.37,"37.799952,-103.871939"
9672,2025/02/07 00:00:00,44.96,78.88,89.82,"-44.020381,-175.578994"
9673,2025/02/07 01:00:00,43.27,56.99,90.92,"0.406023,-13.080126"
9674,2025/02/07 02:00:00,45.88,51.37,55.99,"12.085241,-68.151789"
9675,2025/02/07 03:00:00,4.24,89.5,16.04,"26.61653,-129.341992"
9676,2025/02/07 04:00:00,44.07,90.69,12.79,"-51.967225,43.493085"
9677,2025/02/07 05:00:00,39.81,24.74,99.0,"30.315037,-102.036477"
9678,2025/02/07 06:00:00,14.1,18.52,78.64,"79.289244,160.137553"
9679,2025/02/07 07:00:00,13.89,83.8,16.3,"44.770146,8.24349"
9680,2025/02/07 08:00:00,29.29,40.12,20.19,"77.396231,-151.195301"
9681,2025/02/07 09:00:00,41.87,52.98,68.28,"46.245896,25.802053"
9682,2025/02/07 10:00:00,17.2,45.39,7.49,"83.788958,-49.010208"
9683,2025/02/07 11:00:00,0.55,2.46,17.5,"38.207302,-34.255054"
9684,2025/02/07 12:00:00,26.29,25.19,1.03,"-2.278915,16.771667"
9685,2025/02/07 13:00:00,9.44,45.14,32.67,"-33.343516,-131.562106"
9686,2025/02/07 14:00:00,13.21,96.71,76.69,"-86.618157,-98.086"
9687,2025/02/07 15:00:00,42.27,88.23,17.16,"-79.412633,-104.008917"
9688,2025/02/07 16:00:00,0.39,2.65,47.24,"14.179902,-132.845566"
9689,2025/02/07 17:00:00,7.75,16.59,85.91,"56.539869,38.163953"
9690,2025/02/07 18:00:00,29.66,46.34,14.87,"-22.853731,8.823698"
9691,2025/02/07 19:00:00,48.77,47.48,73.2,"-66.325175,162.865024"
9692,2025/02/07 20:00:00,28.52,94.45,81.61,"17.309058,-138.189378"
9693,2025/02/07 21:00:00,6.63,77.29,53.46,"-30.06806,110.150359"
9694,2025/02/07 22:00:00,48.54,59.66,65.59,"-36.719164,-67.660859"
9695,2025/02/07 23:00:00,37.22,57.49,0.77,"-80.790218,-14.013585"
9696,2025/02/08 00:00:00,4.19,49.22,49.23,"-87.853934,-105.181344"
9697,2025/02/08 01:00:00,5.33,14.52,23.83,"52.394282,-150.966616"
9698,2025/02/08 02:00:00,40.24,3.57,9.0,"-48.141913,-37.694405"
9699,2025/02/08 03:00:00,6.78,60.9,79.49,"-58.210097,-152.918277"
9700,2025/02/08 04:00:00,41.02,56.32,68.96,"-76.796277,167.247698"
9701,2025/02/08 05:00:00,27.38,5.52,17.17,"-81.320246,-122.305467"
9702,2025/02/08 06:00:00,1.43,56.01,31.15,"-13.835384,-9.241976"
9703,2025/02/08 07:00:00,24.15,29.3,64.34,"46.164598,-104.444655"
9704,2025/02/08 08:00:00,41.13,96.68,36.77,"-5.094613,-177.471178"
9705,2025/02/08 09:00:00,19.88,68.38,71.0,"-78.752506,-159.94759"
9706,2025/02/08 10:00:00,1.63,66.01,22.29,"9.596328,77.272137"
9707,2025/02/08 11:00:00,39.45,27.2,92.11,"-37.220791,-70.79806"
9708,2025/02/08 12:00:00,26.85,33.54,39.19,"62.106802,-146.895261"
9709,2025/02/08 13:00:00,26.96,28.1,61.83,"79.542261,-138.166696"
9710,2025/02/08 14:00:00,27.67,65.49,3.32,"-29.649922,-36.329724"
9711,2025/02/08 15:00:00,35.66,5.92,37.94,"-6.896312,114.094418"
9712,2025/02/08 16:00:00,42.01,28.93,11.49,"45.532705,-149.525654"
9713,2025/02/08 17:00:00,0.47,28.36,52.74,"60.057878,54.826234"
9714,2025/02/08 18:00:00,45.87,99.86,0.92,"5.378394,78.084067"
9715,2025/02/08 19:00:00,26.77,98.12,80.94,"-44.2046,-68.000428"
9716,2025/02/08 20:00:00,34.76,6.76,89.18,"73.800442,-139.507707"
9717,2025/02/08 21:00:00,33.67,14.65,58.28,"-37.53859,-179.640631"
9718,2025/02/08 22:00:00,32.88,70.04,0.84,"48.971127,111.629702"
9719,2025/02/08 23:00:00,23.1,63.18,72.13,"8.909457,-138.709235"
9720,2025/02/09 00:00:00,13.04,35.78,38.06,"9.1289,104.594583"
9721,2025/02/09 01:00:00,13.18,7.36,13.71,"51.944732,141.168211"
9722,2025/02/09 02:00:00,33.03,2.66,21.63,"-22.328595,-152.742394"
9723,2025/02/09 03:00:00,23.22,73.9,66.94,"-10.571215,-43.564251"
9724,2025/02/09 04:00:00,49.19,82.76,44.74,"50.923296,-6.467184"
9725,2025/02/09 05:00:00,45.48,87.24,63.78,"69.265746,-10.17215"
9726,2025/02/09 06:00:00,30.17,8.97,63.54,"-56.731821,-100.399744"
9727,2025/02/09 07:00:00,48.76,38.96,60.01,"10.912947,-133.21861"
9728,2025/02/09 08:00:00,47.51,8.62,84.86,"85.193159,-36.939477"
9729,2025/02/09 09:00:00,12.74,70.99,2.17,"29.058017,37.982658"
9730,2025/02/09 10:00:00,20.75,81.8,76.01,"22.54804,142.039024"
9731,2025/02/09 11:00:00,34.03,53.83,86.58,"-2.468848,-51.396574"
9732,2025/02/09 12:00:00,26.7,56.23,48.59,"-17.315377,105.079912"
9733,2025/02/09 13:00:00,36.85,89.21,22.7,"84.632338,-149.424503"
9734,2025/02/09 14:00:00,43.44,70.94,84.06,"-77.614925,35.216799"
9735,2025/02/09 15:00:00,0.47,44.68,67.71,"-31.798179,-160.099875"
9736,2025/02/09 16:00:00,49.73,24.37,51.15,"27.982427,-94.280012"
9737,2025/02/09 17:00:00,47.56,45.42,76.8,"52.870351,103.530564"
9738,2025/02/09 18:00:00,12.53,85.12,13.59,"-50.790244,35.024774"
9739,2025/02/09 19:00:00,38.73,42.82,42.76,"65.188512,-78.582548"
9740,2025/02/09 20:00:00,49.77,50.79,5.3,"-10.282167,97.140754"
9741,2025/02/09 21:00:00,48.93,34.01,17.46,"-1.671221,19.607259"
9742,2025/02/09 22:00:00,37.63,17.72,8.15,"58.280082,-92.490675"
9743,2025/02/09 23:00:00,30.29,80.86,30.77,"21.642816,74.40611"
9744,2025/02/10 00:00:00,3.51,0.63,21.55,"36.53305,-91.835685"
9745,2025/02/10 01:00:00,16.98,44.09,79.67,"13.70393,-153.529997"
9746,2025/02/10 02:00:00,28.08,50.26,77.2,"56.98472,67.940771"
9747,2025/02/10 03:00:00,30.23,35.01,27.11,"-76.388202,-41.997567"
9748,2025/02/10 04:00:00,32.33,35.8,41.78,"29.379403,123.459508"
9749,2025/02/10 05:00:00,48.42,70.67,57.3,"2.365433,-29.403491"
9750,2025/02/10 06:00:00,11.25,73.39,29.89,"-50.29253,-61.323237"
9751,2025/02/10 07:00:00,23.71,17.54,30.43,"14.67811,114.556749"
9752,2025/02/10 08:00:00,1.06,19.15,91.39,"84.422947,-99.469286"
9753,2025/02/10 09:00:00,16.71,94.29,34.02,"10.432484,-8.938776"
9754,2025/02/10 10:00:00,7.4,5.0,99.76,"76.354111,133.190733"
9755,2025/02/10 11:00:00,20.39,44.86,80.83,"-50.52703,-33.064837"
9756,2025/02/10 12:00:00,18.72,86.11,26.46,"-75.640068,-166.017178"
9757,2025/02/10 13:00:00,17.98,37.91,48.01,"88.569327,-2.718129"
9758,2025/02/10 14:00:00,41.16,55.78,73.07,"-56.597894,104.570896"
9759,2025/02/10 15:00:00,41.85,34.24,33.27,"-36.493372,-49.7937"
9760,2025/02/10 16:00:00,6.7,65.57,75.7,"16.8186,-155.722839"
9761,2025/02/10 17:00:00,26.27,45.15,41.17,"-2.144406,165.162914"
9762,2025/02/10 18:00:00,0.42,1.48,3.77,"-44.625042,-63.489588"
9763,2025/02/10 19:00:00,24.31,78.75,42.57,"-9.061632,-80.800805"
9764,2025/02/10 20:00:00,17.88,6.72,34.68,"-59.770886,-84.911552"
9765,2025/02/10 21:00:00,25.93,18.69,90.85,"-83.100009,4.860118"
9766,2025/02/10 22:00:00,18.43,28.03,93.78,"28.701268,-178.034291"
9767,2025/02/10 23:00:00,44.46,83.8,5.56,"-60.732766,8.686101"
9768,2025/02/11 00:00:00,48.49,48.67,5.12,"86.397311,123.765972"
9769,2025/02/11 01:00:00,8.96,83.52,75.14,"77.315799,-8.358263"
9770,2025/02/11 02:00:00,43.75,47.85,20.81,"-1.571307,-120.981463"
9771,2025/02/11 03:00:00,26.98,17.51,57.18,"70.870664,-118.271761"
9772,2025/02/11 04:00:00,5.9,98.96,9.99,"-43.13291,179.958531"
9773,2025/02/11 05:00:00,41.94,60.75,99.85,"-9.757585,-30.61492"
9774,2025/02/11 06:00:00,12.69,90.67,88.37,"6.669586,-105.497017"
9775,2025/02/11 07:00:00,32.68,14.23,37.13,"-52.134186,-160.167899"
9776,2025/02/11 08:00:00,8.29,73.5,65.53,"25.944042,-30.593184"
9777,2025/02/11 09:00:00,17.54,47.36,27.74,"-71.114973,59.66062"
9778,2025/02/11 10:00:00,4.43,74.33,59.49,"-29.544249,-148.68407"
9779,2025/02/11 11:00:00,14.26,96.5,85.02,"59.550312,101.027826"
9780,2025/02/11 12:00:00,14.82,43.6,11.65,"-21.741947,-59.794344"
9781,2025/02/11 13:00:00,37.36,2.03,80.22,"41.030576,-53.457618"
9782,2025/02/11 14:00:00,21.66,92.61,75.85,"61.30468,173.485661"
9783,2025/02/11 15:00:00,43.79,9.67,74.89,"-77.551668,-47.665062"
9784,2025/02/11 16:00:00,20.04,1.14,8.53,"-5.80018,70.277718"
9785,2025/02/11 17:00:00,41.23,37.21,76.81,"0.316641,5.828252"
9786,2025/02/11 18:00:00,17.78,45.46,50.56,"51.92934,-32.763242"
9787,2025/02/11 19:00:00,44.2,1.01,26.28,"-85.045629,-55.844861"
9788,2025/02/11 20:00:00,16.18,18.26,64.71,"-61.318485,71.446404"
9789,2025/02/11 21:00:00,18.18,98.2,63.35,"-12.857683,95.168514"
9790,2025/02/11 22:00:00,35.87,7.22,87.8,"-35.725005,-20.459147"
9791,2025/02/11 23:00:00,28.9,22.45,69.48,"-80.80281,-131.491489"
9792,2025/02/12 00:00:00,38.02,62.75,61.44,"22.070133,58.230888"
9793,2025/02/12 01:00:00,23.54,58.81,51.1,"62.43834,35.073642"
9794,2025/02/12 02:00:00,48.16,51.4,83.99,"-43.189183,27.321787"
9795,2025/02/12 03:00:00,39.04,67.08,58.92,"23.282906,-86.325448"
9796,2025/02/12 04:00:00,21.71,78.29,6.24,"8.343516,92.265365"
9797,2025/02/12 05:00:00,11.63,83.67,24.46,"-36.924899,-118.693429"
9798,2025/02/12 06:00:00,45.8,99.42,16.8,"-16.410655,-51.078182"
9799,2025/02/12 07:00:00,19.88,73.31,52.21,"-9.687062,93.170374"
9800,2025/02/12 08:00:00,15.88,33.67,29.08,"87.271357,169.381222"
9801,2025/02/12 09:00:00,31.94,26.44,13.14,"71.659944,-131.617644"
9802,2025/02/12 10:00:00,1.82,66.18,31.61,"-53.852431,24.519295"
9803,2025/02/12 11:00:00,18.78,19.36,35.43,"-42.56836,65.628695"
9804,2025/02/12 12:00:00,17.82,3.47,79.92,"-70.954023,-11.027952"
9805,2025/02/12 13:00:00,22.24,87.97,82.49,"39.343971,131.975997"
9806,2025/02/12 14:00:00,36.6,33.16,45.17,"66.710195,-76.522739"
9807,2025/02/12 15:00:00,37.17,5.16,96.92,"-46.056889,30.333859"
9808,2025/02/12 16:00:00,42.81,66.68,35.51,"17.448533,62.509009"
9809,2025/02/12 17:00:00,45.56,7.16,53.76,"-32.687894,8.507599"
9810,2025/02/12 18:00:00,48.67,89.43,4.16,"46.320456,-8.744728"
9811,2025/02/12 19:00:00,34.08,75.86,14.16,"-51.667373,-164.574001"
9812,2025/02/12 20:00:00,14.03,70.92,95.26,"-16.105313,80.260794"
9813,2025/02/12 21:00:00,8.11,69.21,34.71,"-59.745051,-134.874549"
9814,2025/02/12 22:00:00,44.99,70.1,11.14,"70.470444,-79.731328"
9815,2025/02/12 23:00:00,25.41,61.28,94.31,"18.125758,-57.211708"
9816,2025/02/13 00:00:00,11.37,13.42,91.58,"-81.923144,129.177746"
9817,2025/02/13 01:00:00,16.61,80.97,2.05,"-64.785178,-30.405007"
9818,2025/02/13 02:00:00,35.7,93.1,49.73,"-12.846327,163.378678"
9819,2025/02/13 03:00:00,30.71,23.04,21.42,"4.53141,-12.517338"
9820,2025/02/13 04:00:00,23.7,59.59,6.9,"-31.102157,-21.020659"
9821,2025/02/13 05:00:00,37.22,74.99,55.52,"25.820373,77.823781"
9822,2025/02/13 06:00:00,37.72,20.32,14.13,"-14.693488,-106.119571"
9823,2025/02/13 07:00:00,32.48,2.79,9.68,"42.866598,159.90868"
9824,2025/02/13 08:00:00,2.74,34.37,18.03,"-83.434573,-41.915893"
9825,2025/02/13 09:00:00,36.44,78.63,62.42,"72.253315,-133.763704"
9826,2025/02/13 10:00:00,4.27,31.44,12.74,"-86.607847,30.134817"
9827,2025/02/13 11:00:00,17.96,99.96,47.88,"-51.360836,-80.995948"
9828,2025/02/13 12:00:00,18.76,89.33,3.92,"59.224789,-171.767276"
9829,2025/02/13 13:00:00,46.1,77.32,97.53,"61.771818,4.92734"
9830,2025/02/13 14:00:00,21.15,43.18,36.98,"-83.052932,-34.63079"
9831,2025/02/13 15:00:00,19.61,48.23,9.1,"-67.174996,179.585634"
9832,2025/02/13 16:00:00,30.26,61.28,69.44,"-60.895238,-94.746748"
9833,2025/02/13 17:00:00,27.84,53.01,2.52,"55.419694,-111.74091"
9834,2025/02/13 18:00:00,20.3,91.63,63.87,"55.406908,-41.527686"
9835,2025/02/13 19:00:00,5.56,76.68,96.12,"74.784999,-111.444645"
9836,2025/02/13 20:00:00,12.73,98.68,3.78,"82.472043,-164.799114"
9837,2025/02/13 21:00:00,10.12,22.42,88.98,"8.525349,-73.048715"
9838,2025/02/13 22:00:00,37.61,77.93,49.89,"-89.967133,-167.914276"
9839,2025/02/13 23:00:00,48.31,77.56,21.54,"22.162694,102.566897"
9840,2025/02/14 00:00:00,48.35,99.7,92.95,"-68.280032,168.816558"
9841,2025/02/14 01:00:00,34.61,31.05,97.58,"-24.900551,93.328368"
9842,2025/02/14 02:00:00,20.84,60.85,18.19,"37.992378,-112.327342"
9843,2025/02/14 03:00:00,45.41,15.7,55.1,"-19.146878,-134.191249"
9844,2025/02/14 04:00:00,44.36,53.96,11.21,"47.976369,-177.989856"
9845,2025/02/14 05:00:00,17.6,68.76,12.32,"49.391527,126.493147"
9846,2025/02/14 06:00:00,10.89,58.28,90.27,"54.825938,-111.541342"
9847,2025/02/14 07:00:00,25.5,26.17,73.34,"30.380569,-81.252153"
9848,2025/02/14 08:00:00,7.58,88.89,3.96,"-64.664887,154.292226"
9849,2025/02/14 09:00:00,14.39,45.99,13.11,"55.710535,-64.498791"
9850,2025/02/14 10:00:00,41.93,65.05,11.08,"-56.100542,-27.304051"
9851,2025/02/14 11:00:00,28.43,61.69,10.45,"43.602897,59.09594"
9852,2025/02/14 12:00:00,9.04,38.54,92.94,"48.150711,98.820843"
9853,2025/02/14 13:00:00,22.13,84.46,2.5,"-36.039801,-136.94884"
9854,2025/02/14 14:00:00,9.36,14.09,7.8,"21.929084,28.909589"
9855,2025/02/14 15:00:00,14.4,19.52,17.01,"-14.600969,19.874171"
9856,2025/02/14 16:00:00,23.95,8.07,93.44,"-72.743912,-164.108769"
9857,2025/02/14 17:00:00,34.98,92.3,0.91,"-58.244424,40.931359"
9858,2025/02/14 18:00:00,28.77,85.36,25.73,"-45.106775,-143.787881"
